Element_1,Element_2,Element_3,Element_4,Element_5,Ratio_1,Ratio_2,Ratio_3,Ratio_4,Ratio_5,radius_1,radius_2,radius_3,radius_4,radius_5,radius_6,radius_7,radius_8,radius_9,radius_10,radius_11,radius_12,electronAffinity_1,electronAffinity_2,electronAffinity_3,electronAffinity_4,electronAffinity_5,electronAffinity_6,electronAffinity_7,electronAffinity_8,electronAffinity_9,electronAffinity_10,electronAffinity_11,electronAffinity_12,oxidationstate_1,oxidationstate_2,oxidationstate_3,oxidationstate_4,oxidationstate_5,oxidationstate_6,oxidationstate_7,oxidationstate_8,oxidationstate_9,oxidationstate_10,oxidationstate_11,oxidationstate_12,meltingpointSS_1,meltingpointSS_2,meltingpointSS_3,meltingpointSS_4,meltingpointSS_5,meltingpointSS_6,meltingpointSS_7,meltingpointSS_8,meltingpointSS_9,meltingpointSS_10,meltingpointSS_11,meltingpointSS_12,boilingpointSS_1,boilingpointSS_2,boilingpointSS_3,boilingpointSS_4,boilingpointSS_5,boilingpointSS_6,boilingpointSS_7,boilingpointSS_8,boilingpointSS_9,boilingpointSS_10,boilingpointSS_11,boilingpointSS_12,atomicMass_1,atomicMass_2,atomicMass_3,atomicMass_4,atomicMass_5,atomicMass_6,atomicMass_7,atomicMass_8,atomicMass_9,atomicMass_10,atomicMass_11,atomicMass_12,density_1,density_2,density_3,density_4,density_5,density_6,density_7,density_8,density_9,density_10,density_11,density_12,ionizationEnergy_1,ionizationEnergy_2,ionizationEnergy_3,ionizationEnergy_4,ionizationEnergy_5,ionizationEnergy_6,ionizationEnergy_7,ionizationEnergy_8,ionizationEnergy_9,ionizationEnergy_10,ionizationEnergy_11,ionizationEnergy_12,electronnegativity_1,electronnegativity_2,electronnegativity_3,electronnegativity_4,electronnegativity_5,electronnegativity_6,electronnegativity_7,electronnegativity_8,electronnegativity_9,electronnegativity_10,electronnegativity_11,electronnegativity_12,meltingpointO_1,meltingpointO_2,meltingpointO_3,meltingpointO_4,meltingpointO_5,meltingpointO_6,meltingpointO_7,meltingpointO_8,meltingpointO_9,meltingpointO_10,meltingpointO_11,meltingpointO_12,chemicalPotential_1,chemicalPotential_2,chemicalPotential_3,chemicalPotential_4,chemicalPotential_5,chemicalPotential_6,chemicalPotential_7,chemicalPotential_8,chemicalPotential_9,chemicalPotential_10,chemicalPotential_11,chemicalPotential_12,ToleranceFactor,OctahedralFactor,MaterialDensity,delta,absToleranceFactor,Element_1_1,Element_1_2,Element_1_3,Element_4_1,Element_4_2,Element_4_3,Element_4_4,Element_4_5,Ehull,p-band center,EV,EH,d-band center,exp Ehull,exp p-band center,exp EV,exp EH,exp d-band center,a,b,c,alpha,beta,gamma,Volume,ShrinkageV,ShrinkageH,FreeVolume,SpaceGroup,PointGroup,International,SymmetryOperations,OverlappingArea,OverlappingCenter,SG_1,SG_2,SG_3,SG_4,SG_5,SG_6,SG_7,PG_1,PG_2,PG_3,PG_4,PG_5,Ef
Sm,Sm,Sm,Sm,Sm,0,1,0,1,0,1.335652174,0.56,0,0,1.335652174,0.56,1.895652174,2.385093168,2.385093168,0,0,0,-48.60869565,-112,0,0,-48.60869565,-112,-160.6086957,0.434006211,0.434006211,0,0,0,3,3,0,0,3,3,6,1,1,0,0,0,1239.26087,1728,0,0,1239.26087,1728,2967.26087,0.717164855,0.717164855,0,0,0,3231.478261,3186,0,0,3231.478261,3186,6417.478261,1.014274407,1.014274407,0,0,0,142.3916313,58.6934,0,0,142.3916313,58.6934,201.0850313,2.426024584,2.426024584,0,0,0,6.513347826,8.908,0,0,6.513347826,8.908,15.42134783,0.731179594,0.731179594,0,0,0,540.1304348,737,0,0,540.1304348,737,1277.130435,0.732877116,0.732877116,0,0,0,1.121304348,1.91,0,0,1.121304348,1.91,3.031304348,0.587070339,0.587070339,0,0,0,2329.130435,1955,0,0,2329.130435,1955,4284.130435,1.191371066,1.191371066,0,0,0,-775.8582609,-159.648,0,0,-775.8582609,-159.648,-935.5062609,4.859805703,4.859805703,0,0,0,0.986937859,0.4,288.0074951,0,0.013062141,1,0,0,0,0,0,1,0,0.486327,-3.694942,-13.281226,6.417502,-4.611743,1.62633172,0.024848895,1.71E-06,612.4712484,0.009934487,11.30581,11.30581,7.990301,90,90,90,1021.330979,1.039626221,1.042517429,0.771947299,123,15 [ D4h ],P4/mmm,16,57.32582,-4.31397,0,0,0,0,0,0,0,0,0,0,0,0,-2.563039
Sm,Sm,Sm,Sm,Sm,0,1,0,1,0,1.333333333,0.56,0,0,1.333333333,0.56,1.893333333,2.380952381,2.380952381,0,0,0,-48.66666667,-112,0,0,-48.66666667,-112,-160.6666667,0.43452381,0.43452381,0,0,0,3,3,0,0,3,3,6,1,1,0,0,0,1243.666667,1728,0,0,1243.666667,1728,2971.666667,0.719714506,0.719714506,0,0,0,3183.333333,3186,0,0,3183.333333,3186,6369.333333,0.999163005,0.999163005,0,0,0,142.7236467,58.6934,0,0,142.7236467,58.6934,201.4170467,2.431681359,2.431681359,0,0,0,6.548333333,8.908,0,0,6.548333333,8.908,15.45633333,0.73510702,0.73510702,0,0,0,540.3333333,737,0,0,540.3333333,737,1277.333333,0.73315242,0.73315242,0,0,0,1.123333333,1.91,0,0,1.123333333,1.91,3.033333333,0.588132635,0.588132635,0,0,0,2330,1955,0,0,2330,1955,4285,1.191815857,1.191815857,0,0,0,-776.206,-159.648,0,0,-776.206,-159.648,-935.854,4.861983865,4.861983865,0,0,0,0.986101293,0.4,288.6420607,0,0.013898707,1,0,0,0,0,0,1,0,0.573338,-3.625664,-17.211531,3.144081,-4.477394,1.774179389,0.026631408,3.35E-08,23.19834639,0.011362987,11.270371,11.270371,8.172038,90,90,90,1038.022584,1.053965061,1.044451689,0.767288317,139,15 [ D4h ],I4/mmm,128,55.775218,-4.148957,0,0,0,0,0,0,0,0,0,0,0,0,-2.568012
Ni,Ni,Ni,Ni,Sn,0,1,0,0.9375,0.0625,1.36,0.568125,0,0.043125,1.36,0.525,1.885,2.393839384,2.59047619,0,0.075907591,0.022877984,-48,-111.6875,0,-6.6875,-48,-105,-153,0.429770565,0.457142857,0,0.059876889,0.04370915,3,3.0625,0,0.25,3,2.8125,5.8125,0.979591837,1.066666667,0,0.081632653,0.043010753,1193,1651.5625,0,31.5625,1193,1620,2813,0.722346263,0.736419753,0,0.019110691,0.011220228,3737,3166.5625,0,179.6875,3737,2986.875,6723.875,1.180144084,1.251140406,0,0.056745288,0.026723801,138.90547,62.4444375,0,7.419375,138.90547,55.0250625,193.9305325,2.224465069,2.524403675,0,0.118815627,0.0382579,6.146,8.808125,0,0.456875,6.146,8.35125,14.49725,0.697764848,0.735937734,0,0.051869723,0.031514598,538,735.25,0,44.3125,538,690.9375,1228.9375,0.731723903,0.778652194,0,0.060268616,0.03605757,1.1,1.913125,0,0.1225,1.1,1.790625,2.890625,0.574975498,0.614310646,0,0.064031362,0.042378378,2320,1957.8125,0,125,2320,1832.8125,4152.8125,1.18499601,1.265814152,0,0.063846768,0.030100083,-772.207,-174.6685,0,-24.9985,-772.207,-149.67,-921.877,4.420986039,5.159397341,0,0.143119681,0.027116958,0.991611161,0.405803571,283.6708251,-0.03125,0.008388839,1,0,0,0,0,0,1,0,0.253437,-2.61746,3.477458,1.682374,-3.183696,1.288446205,0.072988017,32.37731425,5.378308933,0.041432238,10.808538,10.808538,7.605052,90,90,90,888.4563494,0.997897458,1.003553684,0.823153207,123,15 [ D4h ],P4/mmm,16,91.040762,-3.208259,0,0,0,0,0,0,0,0,0,0,0,0,-2.206748
Ni,Ni,Ni,Sn,Sn,0,1,0,0.875,0.125,1.36,0.57625,0,0.08625,1.36,0.49,1.85,2.360086768,2.775510204,0,0.14967462,0.046621622,-48,-111.375,0,-13.375,-48,-98,-146,0.430976431,0.489795918,0,0.120089787,0.091609589,3,3.125,0,0.5,3,2.625,5.625,0.96,1.142857143,0,0.16,0.088888889,1193,1575.125,0,63.125,1193,1512,2705,0.757400206,0.789021164,0,0.040076184,0.023336414,3737,3147.125,0,359.375,3737,2787.75,6524.75,1.187432975,1.340507578,0,0.114191524,0.055078739,138.90547,66.195475,0,14.83875,138.90547,51.356725,190.262195,2.098413373,2.704718223,0,0.224165625,0.077991059,6.146,8.70825,0,0.91375,6.146,7.7945,13.9405,0.705767519,0.788504715,0,0.104929234,0.065546429,538,733.5,0,88.625,538,644.875,1182.875,0.733469666,0.834270207,0,0.120824813,0.074923386,1.1,1.91625,0,0.245,1.1,1.67125,2.77125,0.574037834,0.658189978,0,0.127853881,0.088407758,2320,1960.625,0,250,2320,1710.625,4030.625,1.183296143,1.356229448,0,0.12751036,0.06202512,-772.207,-189.689,0,-49.997,-772.207,-139.692,-911.899,4.070910807,5.527925722,0,0.263573534,0.054827344,0.987534328,0.411607143,285.9010528,-0.0625,0.012465672,1,0,0,0,0,0,1,0,0.273949,-2.804957,3.199838,1.247993,-3.311818,1.315147728,0.060509373,24.52855625,3.483344864,0.036449848,10.880374,10.880374,7.648041,90,90,90,905.3945072,0.995479184,1.0100871,0.806941139,139,15 [ D4h ],I4/mmm,32,87.243414,-3.372454,0,0,0,0,0,0,0,0,0,0,0,0,-2.240942
Ni,Ni,Sn,Sn,Sn,0,1,0,0.8125,0.1875,1.36,0.584375,0,0.129375,1.36,0.455,1.815,2.327272727,2.989010989,0,0.221390374,0.071280992,-48,-111.0625,0,-20.0625,-48,-91,-139,0.432189083,0.527472527,0,0.180641531,0.144334532,3,3.1875,0,0.75,3,2.4375,5.4375,0.941176471,1.230769231,0,0.235294118,0.137931034,1193,1498.6875,0,94.6875,1193,1404,2597,0.796029859,0.8497151,0,0.063180283,0.036460339,3737,3127.6875,0,539.0625,3737,2588.625,6325.625,1.194812461,1.443623545,0,0.172351777,0.085218852,138.90547,69.9465125,0,22.258125,138.90547,47.6883875,186.5938575,1.985881283,2.912773471,0,0.318216366,0.119286483,6.146,8.608375,0,1.370625,6.146,7.23775,13.38375,0.713955886,0.849158924,0,0.159219946,0.102409639,538,731.75,0,132.9375,538,598.8125,1136.8125,0.735223779,0.898444839,0,0.181670653,0.116938809,1.1,1.919375,0,0.3675,1.1,1.551875,2.651875,0.573103224,0.708819976,0,0.191468577,0.138581193,2320,1963.4375,0,375,2320,1588.4375,3908.4375,1.181601146,1.46055479,0,0.190991565,0.09594627,-772.207,-204.7095,0,-74.9955,-772.207,-129.714,-901.921,3.772208911,5.953150778,0,0.366350853,0.083150852,0.983490881,0.417410714,288.1141648,-0.09375,0.016509119,1,0,0,0,0,0,1,0,0.316087,-2.964038,2.613506,1.397812,-3.312939,1.371749593,0.051610094,13.6468128,4.046336889,0.03640901,10.91957,10.91957,7.655079,90,90,90,912.7687235,1.00125431,1.018628468,0.799615979,123,15 [ D4h ],P4/mmm,16,84.626744,-3.478295,0,0,0,0,0,0,0,0,0,0,0,0,-2.25351
Ni,Sn,Sn,Sn,Sn,0,1,0,0.75,0.25,1.36,0.5925,0,0.1725,1.36,0.42,1.78,2.29535865,3.238095238,0,0.291139241,0.096910112,-48,-110.75,0,-26.75,-48,-84,-132,0.433408578,0.571428571,0,0.241534989,0.202651515,3,3.25,0,1,3,2.25,5.25,0.923076923,1.333333333,0,0.307692308,0.19047619,1193,1422.25,0,126.25,1193,1296,2489,0.838811742,0.920524691,0,0.088767798,0.050723182,3737,3108.25,0,718.75,3737,2389.5,6126.5,1.202284244,1.563925507,0,0.231239443,0.117318208,138.90547,73.69755,0,29.6775,138.90547,44.02005,182.92552,1.884804447,3.155504594,0,0.40269317,0.162238161,6.146,8.5085,0,1.8275,6.146,6.681,12.827,0.722336487,0.919922167,0,0.214785215,0.142472909,538,730,0,177.25,538,552.75,1090.75,0.736986301,0.973315242,0,0.242808219,0.162502865,1.1,1.9225,0,0.49,1.1,1.4325,2.5325,0.572171651,0.767888307,0,0.254876463,0.193484699,2320,1966.25,0,500,2320,1466.25,3786.25,1.179910998,1.58226769,0,0.254291163,0.132056784,-772.207,-219.73,0,-99.994,-772.207,-119.736,-891.943,3.514344878,6.449246676,0,0.455076685,0.112108061,0.97948041,0.423214286,290.3105463,-0.125,0.02051959,1,0,0,0,0,0,1,0,0.362278,-3.087553,1.830624,2.085519,-3.448168,1.436598261,0.045613434,6.237777818,8.048767708,0.031803848,10.94203,10.94203,7.742896,90,90,90,927.0416112,1.000055849,1.013399355,0.786511446,139,15 [ D4h ],I4/mmm,64,79.251507,-3.556751,0,0,0,0,0,0,0,0,0,0,0,0,-2.262025
Sn,Sn,Sn,Sn,Sn,0,1,0,0.6875,0.3125,1.36,0.600625,0,0.215625,1.36,0.385,1.745,2.264308012,3.532467532,0,0.359001041,0.123567335,-48,-110.4375,0,-33.4375,-48,-77,-125,0.434634975,0.623376623,0,0.302773062,0.2675,3,3.3125,0,1.25,3,2.0625,5.0625,0.905660377,1.454545455,0,0.377358491,0.24691358,1193,1345.8125,0,157.8125,1193,1188,2381,0.886453351,1.004208754,0,0.117261877,0.066279924,3737,3088.8125,0,898.4375,3737,2190.375,5927.375,1.209850064,1.706100554,0,0.290868254,0.151574263,138.90547,77.4485875,0,37.096875,138.90547,40.3517125,179.2571825,1.793518442,3.442368648,0,0.478987109,0.206947775,6.146,8.408625,0,2.284375,6.146,6.12425,12.27025,0.730916172,1.003551455,0,0.271670457,0.186171838,538,728.25,0,221.5625,538,506.6875,1044.6875,0.738757295,1.061798446,0,0.304239616,0.212084954,1.1,1.925625,0,0.6125,1.1,1.313125,2.413125,0.571243103,0.837696335,0,0.318078546,0.253820254,2320,1969.0625,0,625,2320,1344.0625,3664.0625,1.178225678,1.726110207,0,0.317409935,0.170575693,-772.207,-234.7505,0,-124.9925,-772.207,-109.758,-881.965,3.289479682,7.035541828,0,0.53244828,0.141720476,0.975502514,0.429017857,292.4905686,-0.15625,0.024497486,1,0,0,0,0,0,1,0,0.384318,-3.713673,1.790795,1.021312,-3.896852,1.468612386,0.024387782,5.994215974,2.776835583,0.020305733,10.974844,10.974844,7.866492,90,90,90,947.4969417,1.000562497,1.015219816,0.768755219,123,15 [ D4h ],P4/mmm,16,79.04271,-4.048221,0,0,0,0,0,0,0,0,0,0,0,0,-2.294691
Sn,Sn,Sn,Sn,Sn,0,1,0,0.625,0.375,1.36,0.60875,0,0.25875,1.36,0.35,1.71,2.234086242,3.885714286,0,0.425051335,0.151315789,-48,-110.125,0,-40.125,-48,-70,-118,0.435868331,0.685714286,0,0.364358683,0.340042373,3,3.375,0,1.5,3,1.875,4.875,0.888888889,1.6,0,0.444444444,0.307692308,1193,1269.375,0,189.375,1193,1080,2273,0.939832595,1.10462963,0,0.149187592,0.083315002,3737,3069.375,0,1078.125,3737,1991.25,5728.25,1.217511708,1.876710609,0,0.351252291,0.188211932,138.90547,81.199625,0,44.51625,138.90547,36.683375,175.588845,1.710666398,3.786605513,0,0.548232212,0.253525502,6.146,8.30875,0,2.74125,6.146,5.5675,11.7135,0.739702121,1.103906601,0,0.329923274,0.234024843,538,726.5,0,265.875,538,460.625,998.625,0.74053682,1.16797829,0,0.365966965,0.266241081,1.1,1.92875,0,0.735,1.1,1.19375,2.29375,0.570317563,0.921465969,0,0.381075826,0.320435967,2320,1971.875,0,750,2320,1221.875,3541.875,1.176545166,1.898721228,0,0.380348653,0.21175225,-772.207,-249.771,0,-149.991,-772.207,-99.78,-871.987,3.091659961,7.739096011,0,0.600514071,0.172010592,0.971556797,0.434821429,294.6545896,-0.1875,0.028443203,1,0,0,0,0,0,1,0,0.394562,-3.309484,-3.133005,5.410992,-3.545798,1.483734173,0.036535021,0.043586622,223.8535403,0.028845595,11.057633,11.057633,7.820504,90,90,88.4315983,956.0436062,1.028501592,1.022798062,0.761113401,63,8 [ D2h ],Cmcm,8,72.455601,-3.747705,0,0,0,0,0,0,0,0,0,0,0,0,-2.339153
Sn,Sn,Sn,Sn,Sn,0,1,0,0.5625,0.4375,1.36,0.616875,0,0.301875,1.36,0.315,1.675,2.204660588,4.317460317,0,0.489361702,0.180223881,-48,-109.8125,0,-46.8125,-48,-63,-111,0.437108708,0.761904762,0,0.426294821,0.421734234,3,3.4375,0,1.75,3,1.6875,4.6875,0.872727273,1.777777778,0,0.509090909,0.373333333,1193,1192.9375,0,220.9375,1193,972,2165,1.000052392,1.227366255,0,0.18520459,0.102049654,3737,3049.9375,0,1257.8125,3737,1792.125,5529.125,1.22527101,2.08523401,0,0.412405992,0.227488527,138.90547,84.9506625,0,51.935625,138.90547,33.0150375,171.9205075,1.635131097,4.207339459,0,0.611362213,0.302090924,6.146,8.208875,0,3.198125,6.146,5.01075,11.15675,0.748701862,1.22656289,0,0.38959358,0.286653819,538,724.75,0,310.1875,538,414.5625,952.5625,0.74232494,1.297753656,0,0.427992411,0.325634801,1.1,1.931875,0,0.8575,1.1,1.074375,2.174375,0.569395018,1.023851076,0,0.443869298,0.394366197,2320,1974.6875,0,875,2320,1099.6875,3419.6875,1.174869441,2.109690253,0,0.443108087,0.255871333,-772.207,-264.7915,0,-174.9895,-772.207,-89.802,-862.009,2.916283189,8.598995568,0,0.660857694,0.203001941,0.967642871,0.440625,296.8029543,-0.21875,0.032357129,1,0,0,0,0,0,1,0,0.439647,-3.42324,-0.474062,1.182003,-3.58873,1.55215921,0.032606618,0.622468658,3.260899247,0.027633403,11.210278,11.210278,7.741964,90,90,90,972.9351927,1.009420125,1.02459832,0.747143271,123,15 [ D4h ],P4/mmm,16,65.329606,-3.870932,0,0,0,0,0,0,0,0,0,0,0,0,-2.348774
Sn,Sn,Sn,Sn,Sn,0,1,0,0.5,0.5,1.36,0.625,0,0.345,1.36,0.28,1.64,2.176,4.857142857,0,0.552,0.210365854,-48,-109.5,0,-53.5,-48,-56,-104,0.438356164,0.857142857,0,0.488584475,0.514423077,3,3.5,0,2,3,1.5,4.5,0.857142857,2,0,0.571428571,0.444444444,1193,1116.5,0,252.5,1193,864,2057,1.068517689,1.380787037,0,0.226153157,0.12275158,3737,3030.5,0,1437.5,3737,1593,5330,1.233129847,2.345888261,0,0.474344168,0.269699812,138.90547,88.7017,0,59.355,138.90547,29.3467,168.25217,1.565984305,4.733256891,0,0.669152902,0.352774053,6.146,8.109,0,3.655,6.146,4.454,10.6,0.757923295,1.379883251,0,0.450733753,0.344811321,538,723,0,354.5,538,368.5,906.5,0.744121715,1.459972863,0,0.490318119,0.391064534,1.1,1.935,0,0.98,1.1,0.955,2.055,0.568475452,1.151832461,0,0.506459948,0.476885645,2320,1977.5,0,1000,2320,977.5,3297.5,1.173198483,2.373401535,0,0.505689001,0.303260045,-772.207,-279.812,0,-199.988,-772.207,-79.824,-852.031,2.759735108,9.673870014,0,0.714722742,0.234719159,0.963760354,0.446428571,298.9359955,-0.25,0.036239646,1,0,0,0,0,0,1,0,0.527935,-3.399514,-2.419548,-6.461275,-3.137168,1.695427633,0.033389493,0.088961819,0.001562802,0.043405549,11.147115,11.147115,7.895227,90,90,90,981.046481,1.02192751,1.039035332,0.740216063,139,15 [ D4h ],I4/mmm,128,59.221385,-3.497367,0,0,0,0,0,0,0,0,0,0,0,0,-2.315192
Ni,Ni,Ni,Ni,Ta,0,1,0,0.9375,0.0625,1.36,0.565,0,0.04,1.36,0.525,1.885,2.407079646,2.59047619,0,0.07079646,0.021220159,-48,-106.9375,0,-1.9375,-48,-105,-153,0.448860316,0.457142857,0,0.01811806,0.012663399,3,3.125,0,0.3125,3,2.8125,5.8125,0.96,1.066666667,0,0.1,0.053763441,1193,1825.625,0,205.625,1193,1620,2813,0.653474837,0.736419753,0,0.11263266,0.073098116,3737,3345.0625,0,358.1875,3737,2986.875,6723.875,1.117168962,1.251140406,0,0.107079464,0.053270993,138.90547,66.334305,0,11.3092425,138.90547,55.0250625,193.9305325,2.094021638,2.524403675,0,0.170488596,0.058315946,6.146,9.391875,0,1.040625,6.146,8.35125,14.49725,0.654395422,0.735937734,0,0.110800559,0.071780855,538,738.5,0,47.5625,538,690.9375,1228.9375,0.728503724,0.778652194,0,0.064404198,0.038702131,1.1,1.884375,0,0.09375,1.1,1.790625,2.890625,0.583747927,0.614310646,0,0.049751244,0.032432432,2320,1951.5625,0,118.75,2320,1832.8125,4152.8125,1.188791033,1.265814152,0,0.060848679,0.028595079,-772.207,-201.5158125,0,-51.8458125,-772.207,-149.67,-921.877,3.831992092,5.159397341,0,0.257279128,0.056239403,0.993188151,0.403571429,288.8917595,-0.0625,0.006811849,1,0,0,0,0,0,1,0,0.256006,-2.716311,3.89089,1.441732,-3.240359,1.291760478,0.066118215,48.95443659,4.228012396,0.039149838,10.836742,10.836742,7.60844,90,90,90,893.4969777,0.997088202,1.008717487,0.81850942,123,15 [ D4h ],P4/mmm,16,94.325211,-3.29631,0,0,0,0,0,0,0,0,0,0,0,0,-2.277777
Ni,Ni,Ni,Ta,Ta,0,1,0,0.875,0.125,1.36,0.57,0,0.08,1.36,0.49,1.85,2.385964912,2.775510204,0,0.140350877,0.043243243,-48,-101.875,0,-3.875,-48,-98,-146,0.471165644,0.489795918,0,0.03803681,0.026541096,3,3.25,0,0.625,3,2.625,5.625,0.923076923,1.142857143,0,0.192307692,0.111111111,1193,1923.25,0,411.25,1193,1512,2705,0.620304173,0.789021164,0,0.213830755,0.152033272,3737,3504.125,0,716.375,3737,2787.75,6524.75,1.06645739,1.340507578,0,0.204437627,0.109793479,138.90547,73.97521,0,22.618485,138.90547,51.356725,190.262195,1.877729985,2.704718223,0,0.305757632,0.118880606,6.146,9.87575,0,2.08125,6.146,7.7945,13.9405,0.622332481,0.788504715,0,0.210743488,0.149295219,538,740,0,95.125,538,644.875,1182.875,0.727027027,0.834270207,0,0.128547297,0.080418472,1.1,1.85875,0,0.1875,1.1,1.67125,2.77125,0.591795562,0.658189978,0,0.100874243,0.067658999,2320,1948.125,0,237.5,2320,1710.625,4030.625,1.190888675,1.356229448,0,0.121912095,0.058923864,-772.207,-243.383625,0,-103.691625,-772.207,-139.692,-911.899,3.172797677,5.527925722,0,0.426041912,0.11370955,0.990667369,0.407142857,296.3002646,-0.125,0.009332631,1,0,0,0,0,0,1,0,0.284951,-3.050255,4.310433,0.811033,-3.412874,1.329696871,0.047346849,74.47272865,2.250231275,0.032946376,10.904419,10.904419,7.602002,90,90,90,903.9263388,1.003868563,1.011790306,0.808251783,139,15 [ D4h ],I4/mmm,32,98.02751,-3.544834,0,0,0,0,0,0,0,0,0,0,0,0,-2.377135
Ni,Ni,Ta,Ta,Ta,0,1,0,0.8125,0.1875,1.36,0.575,0,0.12,1.36,0.455,1.815,2.365217391,2.989010989,0,0.208695652,0.066115702,-48,-96.8125,0,-5.8125,-48,-91,-139,0.495803744,0.527472527,0,0.060038735,0.041816547,3,3.375,0,0.9375,3,2.4375,5.4375,0.888888889,1.230769231,0,0.277777778,0.172413793,1193,2020.875,0,616.875,1193,1404,2597,0.590338344,0.8497151,0,0.305251438,0.237533693,3737,3663.1875,0,1074.5625,3737,2588.625,6325.625,1.020149801,1.443623545,0,0.29334084,0.169874518,138.90547,81.616115,0,33.9277275,138.90547,47.6883875,186.5938575,1.701936805,2.912773471,0,0.415698879,0.181826604,6.146,10.359625,0,3.121875,6.146,7.23775,13.38375,0.593264718,0.849158924,0,0.301350194,0.233258616,538,741.5,0,142.6875,538,598.8125,1136.8125,0.725556305,0.898444839,0,0.192430883,0.125515421,1.1,1.833125,0,0.28125,1.1,1.551875,2.651875,0.60006819,0.708819976,0,0.153426526,0.106057035,2320,1944.6875,0,356.25,2320,1588.4375,3908.4375,1.192993733,1.46055479,0,0.183191387,0.091148957,-772.207,-285.2514375,0,-155.5374375,-772.207,-129.714,-901.921,2.707109933,5.953150778,0,0.545264342,0.172451287,0.98815935,0.410714286,303.6497405,-0.1875,0.01184065,1,0,0,0,0,0,1,0,0.358697,-3.295168,1.911201,2.302092,-3.643467,1.431463003,0.037061818,6.76120413,9.995070286,0.026161485,10.977114,10.977114,7.618699,90,90,90,918.0306154,1.010212846,1.009964048,0.795032806,123,15 [ D4h ],P4/mmm,16,92.273495,-3.799517,0,0,0,0,0,0,0,0,0,0,0,0,-2.431693
Ni,Ta,Ta,Ta,Ta,0,1,0,0.75,0.25,1.36,0.58,0,0.16,1.36,0.42,1.78,2.344827586,3.238095238,0,0.275862069,0.08988764,-48,-91.75,0,-7.75,-48,-84,-132,0.523160763,0.571428571,0,0.084468665,0.058712121,3,3.5,0,1.25,3,2.25,5.25,0.857142857,1.333333333,0,0.357142857,0.238095238,1193,2118.5,0,822.5,1193,1296,2489,0.563134293,0.920524691,0,0.388246401,0.330453998,3737,3822.25,0,1432.75,3737,2389.5,6126.5,0.977696383,1.563925507,0,0.37484466,0.233861095,138.90547,89.25702,0,45.23697,138.90547,44.02005,182.92552,1.556241403,3.155504594,0,0.506816943,0.247297206,6.146,10.8435,0,4.1625,6.146,6.681,12.827,0.566791165,0.919922167,0,0.383870522,0.324510798,538,743,0,190.25,538,552.75,1090.75,0.724091521,0.973315242,0,0.256056528,0.17442127,1.1,1.8075,0,0.375,1.1,1.4325,2.5325,0.60857538,0.767888307,0,0.20746888,0.148075025,2320,1941.25,0,475,2320,1466.25,3786.25,1.195106246,1.58226769,0,0.244687701,0.125453945,-772.207,-327.11925,0,-207.38325,-772.207,-119.736,-891.943,2.360628425,6.449246676,0,0.633968346,0.23250729,0.985663998,0.414285714,310.9412987,-0.25,0.014336002,1,0,0,0,0,0,1,0,0.445887,-3.714362,-1.591543,2.643599,-3.754867,1.561874965,0.024370985,0.203611197,14.06372799,0.023403563,10.956189,10.956189,7.754447,90,90,90,930.8289092,1.019297917,1.023402396,0.783311337,139,15 [ D4h ],I4/mmm,64,89.771781,-4.021133,0,0,0,0,0,0,0,0,0,0,0,0,-2.472807
Ta,Ta,Ta,Ta,Ta,0,1,0,0.6875,0.3125,1.36,0.585,0,0.2,1.36,0.385,1.745,2.324786325,3.532467532,0,0.341880342,0.114613181,-48,-86.6875,0,-9.6875,-48,-77,-125,0.55371305,0.623376623,0,0.111751983,0.0775,3,3.625,0,1.5625,3,2.0625,5.0625,0.827586207,1.454545455,0,0.431034483,0.308641975,1193,2216.125,0,1028.125,1193,1188,2381,0.538327035,1.004208754,0,0.463929156,0.431803864,3737,3981.3125,0,1790.9375,3737,2190.375,5927.375,0.938635186,1.706100554,0,0.449835952,0.302146819,138.90547,96.897925,0,56.5462125,138.90547,40.3517125,179.2571825,1.43352368,3.442368648,0,0.583564741,0.315447402,6.146,11.327375,0,5.203125,6.146,6.12425,12.27025,0.542579371,1.003551455,0,0.459340756,0.424043927,538,744.5,0,237.8125,538,506.6875,1044.6875,0.722632639,1.061798446,0,0.319425789,0.227639844,1.1,1.781875,0,0.46875,1.1,1.313125,2.413125,0.617327254,0.837696335,0,0.263065591,0.194250194,2320,1937.8125,0,593.75,2320,1344.0625,3664.0625,1.197226254,1.726110207,0,0.306402193,0.162046908,-772.207,-368.9870625,0,-259.2290625,-772.207,-109.758,-881.965,2.092775272,7.035541828,0,0.702542416,0.293922165,0.983181217,0.417857143,318.1760197,-0.3125,0.016818783,1,0,0,0,0,0,1,0,0.483474,-4.173712,2.784233,-5.899963,-3.924659,1.621698408,0.015395008,16.18739738,0.002739546,0.01974887,11.042334,11.042334,7.849097,90,90,90,957.0650447,1.003303783,1.024968592,0.761069713,123,15 [ D4h ],P4/mmm,16,84.311786,-4.360327,0,0,0,0,0,0,0,0,0,0,0,0,-2.563523
